steps,res,frames,duration
0.035668522393678036,0.21320071635561053,-1.264484997853166,138.3242179
0.035668522393678036,0.21320071635561053,0.5918865947397799,403.0102994
0.035668522393678036,0.21320071635561053,-1.264484997853166,137.8623839
0.035668522393678036,0.21320071635561053,-0.6456944669888507,216.2243856
-0.43311777192323364,0.21320071635561053,-0.6456944669888507,135.4338309
-1.0425399545352187,-4.69041575982343,-0.23316744641264048,1.0
-1.1128578986827555,0.21320071635561053,-0.23316744641264048,27.42034233
-0.9019040662401453,0.21320071635561053,-0.23316744641264048,64.83211521
-0.6675109190816895,0.21320071635561053,-0.23316744641264048,120.0124098
-0.43311777192323364,0.21320071635561053,-0.23316744641264048,171.6578523
-0.1987246247647778,0.21320071635561053,-0.23316744641264048,223.4824194
0.2700616695521339,0.21320071635561053,-0.23316744641264048,327.0401944
0.7388479638690456,0.21320071635561053,-0.23316744641264048,431.1075166
1.2076342581859572,0.21320071635561053,-0.23316744641264048,533.8896601
1.676420552502869,0.21320071635561053,-0.23316744641264048,638.0431371
2.1452068468197805,0.21320071635561053,-0.23316744641264048,741.0317217
2.6139931411366923,0.21320071635561053,-0.23316744641264048,844.0855978
-0.6675109190816895,0.21320071635561053,-1.0582214875650608,71.95622933
-0.6675109190816895,0.21320071635561053,-0.23316744641264048,120.3488273
-0.6675109190816895,0.21320071635561053,0.5918865947397799,173.5574934
-0.6675109190816895,0.21320071635561053,1.4169406358922003,221.3606782
-0.6675109190816895,0.21320071635561053,2.241994677044621,276.5598393
-0.6675109190816895,0.21320071635561053,3.067048718197041,333.3071478
