steps,res,frames,duration
1.7334263830800194,0.26723773555934366,-0.05854523907592839,598.7363918622335
-0.5510109920160561,0.26723773555934366,2.233419306172101,525.8949965238571
0.5033447195667479,0.26723773555934366,-0.05854523907592839,374.584925254186
1.1281481042084096,0.26723773555934366,-0.05854523907592839,489.0690600077312
-0.5510109920160561,0.26723773555934366,-0.924398511725184,100.60746431350708
-0.5510109920160561,0.26723773555934366,1.5712962153226704,417.3359310626984
1.3038740561388769,0.26723773555934366,-0.05854523907592839,521.2679949601492
-0.6876867324064196,0.26723773555934366,-0.05854523907592839,158.16833035151163
-0.5510109920160561,0.26723773555934366,1.469431124422758,417.8465529680252
-0.5510109920160561,0.26723773555934366,1.0619707608231082,351.4089205265045
-0.6095863093262119,0.26723773555934366,-0.05854523907592839,172.77776845296225
0.6985957772672672,0.26723773555934366,-0.05854523907592839,411.260049422582
0.7766962003474749,0.26723773555934366,-0.05854523907592839,426.6690895557404
-1.351540328588185,0.26723773555934366,-0.05854523907592839,36.84454806645712
1.0890978926683057,0.26723773555934366,-0.05854523907592839,482.215927362442
-0.5510109920160561,0.26723773555934366,-2.2486446934240454,13.548511266708374
-0.5510109920160561,0.26723773555934366,-0.6697357844754029,117.44363057613371
1.7920017003901751,0.26723773555934366,-0.05854523907592839,608.3761434555054
-0.5510109920160561,0.26723773555934366,-0.5678706935754905,137.70050501823425
-0.843887578566835,0.26723773555934366,-0.05854523907592839,129.7043584982554
0.9719472580479942,0.26723773555934366,-0.05854523907592839,462.6596740881602
2.1629787100211617,0.26723773555934366,-0.05854523907592839,678.9518075784048
-0.49243567470590033,0.26723773555934366,-0.05854523907592839,193.9046093622844
0.991472363818046,0.26723773555934366,-0.05854523907592839,465.6753062407176
-0.5510109920160561,0.26723773555934366,0.6545103972234586,288.62523198127747
1.1086229984383575,0.26723773555934366,-0.05854523907592839,485.6165085633596
-0.5510109920160561,0.26723773555934366,-0.8225334208252716,100.60456907749176
2.04582807540085,0.26723773555934366,-0.05854523907592839,657.5363297462463
0.40571919071648826,0.26723773555934366,-0.05854523907592839,357.0754967530568
-0.5510109920160561,0.26723773555934366,1.1129033062730644,353.0451053380966
1.772476594620123,0.26723773555934366,-0.05854523907592839,605.4742202758789
-0.5510109920160561,0.26723773555934366,-0.9753310571751401,100.60864567756651
0.7376459888073711,0.26723773555934366,-0.05854523907592839,418.7338016827901
-0.3557599343155369,0.26723773555934366,-0.05854523907592839,219.3675577640533
-0.5510109920160561,0.26723773555934366,-0.6188032390254468,117.48512530326845
-0.5510109920160561,0.26723773555934366,-1.433723966224746,55.75319957733154
0.3471438734063325,0.26723773555934366,-0.05854523907592839,346.4436622460683
1.2062485272886172,0.26723773555934366,-0.05854523907592839,503.48376297950745
-0.5510109920160561,0.26723773555934366,-1.1281286935250088,83.25636994838715
-0.06288334776475794,0.26723773555934366,-0.05854523907592839,273.08867899576825
1.3429242676789808,0.26723773555934366,-0.05854523907592839,528.5071589152018
2.065353181170902,0.26723773555934366,-0.05854523907592839,659.9730309645335
-0.08240845353480987,0.26723773555934366,-0.05854523907592839,269.4113295873006
1.6943761715399155,0.26723773555934366,-0.05854523907592839,591.882330497106
1.557700431149552,0.26723773555934366,-0.05854523907592839,567.8598996003469
-0.5510109920160561,0.26723773555934366,-0.46600560267557806,137.69136703014374
1.1476732099784615,0.26723773555934366,-0.05854523907592839,492.4785489241282
0.5228698253367998,0.26723773555934366,-0.05854523907592839,378.3819662729899
-0.5510109920160561,-2.832168991288714,-1.9939819661742644,615.0
